id,opp,oppBebouwd,hoogte,oppVerhouding,volVerhouding,volNieuw,volNieuwGem
292,5893.26,0.0,0.0,0.0,0.0,0.0,
293,604.89,181.12,6.0506988,0.29942632,1.8117386,0.0,
294,274.34,119.91,8.149875,0.4370854,3.5621912,0.0,
295,155.62,79.89,8.5,0.5133659,4.3636103,0.0,
296,100.33,115.58,9.579325,1.1519984,11.035367,0.0,
297,255.11,137.31,6.5891013,0.5382384,3.5465074,0.0,
298,147.48,74.21,11.24,0.5031869,5.6558204,0.0,
299,48139.99,0.0,0.0,0.0,0.0,0.0,
300,33565.86,485.13,6.76604,0.014453079,0.09779011,0.0,
301,15034.61,0.0,0.0,0.0,0.0,0.0,
302,31090.55,0.0,0.0,0.0,0.0,0.0,
303,94.68,190.96,8.670587,2.016899,17.487698,0.0,
304,99893.71,0.0,0.0,0.0,0.0,0.0,
305,626.72,182.15,8.89,0.29064018,2.583791,0.0,
306,339.11,143.71,4.8409743,0.42378584,2.0515363,0.0,
307,4939.06,0.0,0.0,0.0,0.0,0.0,
308,4381.52,0.0,0.0,0.0,0.0,0.0,
309,4662.28,0.0,0.0,0.0,0.0,0.0,
310,108.85,63.51,3.06,0.5834635,1.7853982,0.0,
311,11503.97,0.0,0.0,0.0,0.0,0.0,
312,105.97,70.72,10.42,0.6673587,6.9538774,0.0,
313,6099.19,0.0,0.0,0.0,0.0,0.0,
314,236.03,87.18,9.95,0.36935982,3.6751301,0.0,
315,126.01,82.13,7.61756,0.65177363,4.964925,0.0,
316,26631.32,86.08,2.8,0.0032322844,0.009050396,0.0,
317,188.18,78.09,11.55,0.41497502,4.7929616,0.0,
318,61.23,61.23,0.0,1.0,0.0,0.0,
319,5583.16,0.0,0.0,0.0,0.0,0.0,
320,214.23,100.13,11.9,0.46739486,5.5619984,0.0,
321,309.23,91.81,0.0,0.29689872,0.0,0.0,
322,268.12,82.43,3.1379886,0.30743697,0.9647337,0.0,
323,20.48,0.0,0.0,0.0,0.0,0.0,
324,65.97,65.97,3.42,1.0,3.42,0.0,
325,256.03,79.7,9.49,0.31129164,2.9541576,0.0,
326,2898.03,0.0,0.0,0.0,0.0,0.0,
327,148.34,148.34,8.69,1.0,8.69,0.0,
328,456.42,150.71,5.62,0.33020025,1.8557254,0.0,
329,729.61,160.28,5.9487877,0.21967901,1.3068237,0.0,
330,787.17,150.84,4.74,0.19162315,0.9082937,0.0,
331,610.54,179.81,0.0,0.2945098,0.0,0.0,
332,88.82,88.82,7.69,1.0,7.69,0.0,
333,95.79,81.23,8.91123,0.8480009,7.5567307,0.0,
334,3956.4,0.0,0.0,0.0,0.0,0.0,
335,711.91,154.87,6.94,0.21754155,1.5097383,0.0,
336,80.11,18.4,2.47,0.22968417,0.5673199,0.0,
337,7763.14,0.0,0.0,0.0,0.0,0.0,
338,2002.6,491.39,6.5983443,0.24537602,1.6190755,0.0,
339,437.76,207.27,5.81361,0.47347862,2.75262,0.0,
340,255.74,112.54,7.475424,0.4400563,3.2896073,0.0,
341,3687.16,0.0,0.0,0.0,0.0,0.0,
342,2971.0,0.0,0.0,0.0,0.0,0.0,
343,437.76,0.0,0.0,0.0,0.0,0.0,
344,1819.85,0.0,0.0,0.0,0.0,0.0,
345,463.13,434.22,3.18,0.9375769,2.9814944,0.0,
346,125.85,63.31,7.51,0.5030592,3.7779748,0.0,
347,15481.08,0.0,0.0,0.0,0.0,0.0,
348,14.71,0.0,0.0,0.0,0.0,0.0,
349,13288.92,0.0,0.0,0.0,0.0,0.0,
350,519.45,113.65,10.5,0.2187891,2.2972858,0.0,
351,229.54,81.24,0.0,0.35392523,0.0,0.0,
352,3593.36,0.0,0.0,0.0,0.0,0.0,
353,429.53,110.97,7.8058033,0.25835216,2.0166461,0.0,
354,660.55,162.03,0.2193853,0.24529558,0.053814247,0.0,
355,183.56,110.94,7.293939,0.6043801,4.4083114,0.0,
356,216.24,89.17,4.85,0.41236588,1.9999745,0.0,
357,263.84,115.19,7.71,0.43659037,3.3661118,0.0,
358,655.85,94.46,7.673306,0.14402685,1.105162,0.0,
359,4737.21,0.0,0.0,0.0,0.0,0.0,
360,1535.23,0.0,0.0,0.0,0.0,0.0,
361,824.0,152.49,4.9207134,0.18506068,0.9106306,0.0,
362,1467.8,0.0,0.0,0.0,0.0,0.0,
363,627.76,128.29,6.4447727,0.20436153,1.3170636,0.0,
364,127.11,51.59,8.48,0.40586892,3.4417684,0.0,
365,1560.23,198.5,7.396898,0.12722483,0.94106907,0.0,
366,200.17,157.01,8.296716,0.78438324,6.5078044,0.0,
367,127.8,0.0,0.0,0.0,0.0,0.0,
368,262.81,373.87,10.92,1.4225867,15.534646,0.0,
369,278.25,97.47,8.13,0.3502965,2.8479104,0.0,
370,355.6,38.13,0.48730135,0.10722722,0.052251972,0.0,
371,92.76,90.66,3.77,0.97736096,3.6846507,0.0,
372,515.08,181.64,8.663534,0.35264423,3.0551453,0.0,
373,485.73,151.74,7.2649302,0.31239578,2.2695336,0.0,
374,57.24,0.0,0.0,0.0,0.0,0.0,
375,4239.91,0.0,0.0,0.0,0.0,0.0,
376,1931.34,1466.36,5.6960487,0.75924486,4.324696,0.0,
377,6891.16,0.0,0.0,0.0,0.0,0.0,
378,4681.17,0.0,0.0,0.0,0.0,0.0,
379,30738.1,0.0,0.0,0.0,0.0,0.0,
380,11140.29,0.0,0.0,0.0,0.0,0.0,
381,1997.35,0.0,0.0,0.0,0.0,0.0,
382,345.8,0.0,0.0,0.0,0.0,0.0,
383,393.09,347.64,22.81,0.88437766,20.172653,0.0,
384,88.38,65.36,3.54,0.73953384,2.61795,0.0,
385,1458.25,0.0,0.0,0.0,0.0,0.0,
386,1910.29,1243.4,4.4927907,0.65089595,2.924339,0.0,
387,1943.88,198.22,5.4866066,0.10197131,0.5594765,0.0,
388,202.61,133.49,8.22,0.658852,5.4157634,0.0,
389,20.91,0.0,0.0,0.0,0.0,0.0,
390,580.38,352.0,6.02181,0.6064992,3.652223,0.0,
391,224.28,119.27,7.954649,0.5317906,4.230208,0.0,
392,340.13,83.14,0.0,0.24443595,0.0,0.0,
393,402.23,147.09,7.1406174,0.36568627,2.6112258,0.0,
394,353.83,122.67,7.42,0.34669194,2.5724542,0.0,
395,524.08,185.95,6.4776974,0.35481223,2.2983663,0.0,
396,319.78,0.0,0.0,0.0,0.0,0.0,
397,695.4,96.97,7.36,0.13944492,1.0263146,0.0,
398,590.41,139.41,7.7474985,0.23612407,1.8293707,0.0,
399,719.15,164.4,6.77,0.2286032,1.5476435,0.0,
400,379.49,107.06,9.37,0.28211546,2.643422,0.0,
401,11631.87,0.0,0.0,0.0,0.0,0.0,
402,666.97,137.18,5.8652864,0.20567642,1.206351,0.0,
403,1206.69,0.0,0.0,0.0,0.0,0.0,
404,2893.6,0.0,0.0,0.0,0.0,0.0,
405,94.44,76.48,10.33,0.8098264,8.365506,0.0,
406,461.24,101.91,0.0,0.22094789,0.0,0.0,
407,7.31,0.0,0.0,0.0,0.0,0.0,
408,654.4,192.53,6.5137076,0.29420844,1.9163877,0.0,
409,71.36,65.61,9.63,0.9194226,8.85404,0.0,
410,62653.74,0.0,0.0,0.0,0.0,0.0,
411,138.2,82.49,10.59,0.59688854,6.32105,0.0,
412,1169.77,195.53,6.7691097,0.16715251,1.1314737,0.0,
413,652.28,212.64,6.130192,0.32599497,1.9984115,0.0,
414,7209.55,2841.12,5.446506,0.39407733,2.1463444,0.0,
415,10005.01,50.72,2.47,0.0050694603,0.012521568,0.0,
416,674.75,153.45,6.4760246,0.22741756,1.4727618,0.0,
417,151.98,152.83,9.45,1.0055928,9.502852,0.0,
418,51.3,56.02,7.97,1.0920079,8.703302,0.0,
419,964.3,191.7,4.886557,0.19879705,0.97143316,0.0,
420,132.27,55.88,7.51,0.4224692,3.1727436,0.0,
421,506.53,99.9,0.0,0.19722426,0.0,0.0,
422,99.03,45.36,7.0,0.45804304,3.2063015,0.0,
423,140.13,68.2,3.37,0.48669088,1.6401483,0.0,
424,220.77,166.73,2.5671895,0.75522035,1.9387937,0.0,
425,251.94,0.0,0.0,0.0,0.0,0.0,
426,602.28,186.58,6.502314,0.30978945,2.0143483,0.0,
427,732.43,0.0,0.0,0.0,0.0,0.0,
428,397.4,244.41,6.967195,0.61502266,4.2849827,0.0,
429,11104.95,1961.82,6.78,0.17666174,1.1977667,0.0,
430,1662.07,178.73,8.18,0.10753458,0.87963295,0.0,
431,234.51,105.63,7.4317827,0.45042855,3.347487,0.0,
432,5492.05,0.0,0.0,0.0,0.0,0.0,
433,9610.2,0.0,0.0,0.0,0.0,0.0,
434,1018.34,175.34,5.7,0.17218217,0.98143834,0.0,
435,171.71,171.71,11.0,1.0,11.0,0.0,
436,449.37,109.86,10.84,0.2444756,2.6501157,0.0,
437,228.66,127.6,8.34,0.55803376,4.654001,0.0,
438,404.91,0.0,0.0,0.0,0.0,0.0,
439,317.04,0.0,0.0,0.0,0.0,0.0,
440,8444.08,21.79,5.91,0.0025805063,0.015250791,0.0,
441,10917.48,0.0,0.0,0.0,0.0,0.0,
442,399.38,119.25,7.49,0.2985878,2.2364228,0.0,
443,176.49,160.52,9.45,0.9095133,8.594901,0.0,
444,286.47,0.0,0.0,0.0,0.0,0.0,
445,300.47,87.77,7.84,0.292109,2.2901347,0.0,
446,1144.05,235.59,5.5225787,0.2059263,1.1372442,0.0,
447,5255.03,0.0,0.0,0.0,0.0,0.0,
448,2624.79,0.0,0.0,0.0,0.0,0.0,
449,325.39,406.96,7.7293677,1.2506837,9.666994,0.0,
450,1184.5,0.0,0.0,0.0,0.0,0.0,
451,266.7,85.22,3.9,0.31953505,1.2461867,0.0,
452,6444.19,0.0,0.0,0.0,0.0,0.0,
453,4287.52,3009.09,6.091617,0.7018253,4.275251,0.0,
454,59.51,127.82,9.33,2.1478744,20.039667,0.0,
455,366.94,101.51,0.0,0.27663922,0.0,0.0,
456,1388.15,0.0,0.0,0.0,0.0,0.0,
